BCCefflatcnt_composition_average,NValance_composition_average,IonicRadii_composition_average,Number_composition_average,AtomicWeight_composition_average,AtomicNumber_composition_average,HeatCapacityMolar_composition_average,BCCvolume_pa_composition_average,n_ws^third_composition_average,AtomicWeight_max_value,Number_max_value,AtomicNumber_max_value,AtomicVolume_composition_average,AtomicWeight_arithmetic_average,GSvolume_pa_composition_average,ICSDVolume_composition_average,BCCvolume_pa_arithmetic_average,CovalentRadius_difference,NdValence_arithmetic_average,BCCfermi_composition_average,NdValence_max_value,BCCfermi_arithmetic_average,AtomicVolume_difference,BCCvolume_pa_max_value,NUnfilled_min_value
6.6468392565,12.0,0.6799999999999999,64.0,161.48,64.0,12.6815,18.41,0.72,244.0,94.0,94.0,23.827984342310252,161.48,22.0,24.9,18.41,67.0,5.0,12.34188914,10.0,12.34188914,6.7616405670347,20.17,2.0
6.7756215655,6.0,0.835,33.0,73.9195225,33.0,25.67,21.485,1.48,88.90585,39.0,39.0,22.004536782816402,73.9195225,21.305,22.0,21.485,64.0,4.0,4.68625209,7.0,4.68625209,22.017352199406403,32.53,3.0
6.542089281999999,6.000000000000001,0.6416666666666667,24.66666666666667,55.64642573333333,24.66666666666667,25.165,18.115,1.4233333333333331,167.25900000000001,68.0,68.0,17.992508479793013,84.31131286666665,17.804166666666667,17.966666666666672,19.31,68.0,2.6666666666666665,6.55204439,8.0,5.34001536,19.6947839253083,30.68,2.0
7.240332164250001,10.25,0.7225,47.75,115.0689375,47.75,25.07125,24.65375,1.33125,167.25900000000001,68.0,68.0,26.653684373113176,97.67225,26.780625,26.625,22.645,78.0,0.0,5.6930180987500005,0.0,6.537297415,10.6196906504006,30.68,2.0
6.885946000500001,16.5,0.705,52.5,126.7058,52.5,25.185,20.44,1.4449999999999998,178.49,72.0,72.0,21.996338465809398,126.7058,22.1875,21.95,20.44,56.0,6.0,5.603658025,10.0,5.603658025,0.5447454572628025,21.87,3.0
5.393795105,8.333333333333334,0.4766666666666667,27.66666666666667,68.07712133333332,27.66666666666667,19.455333333333336,10.133333333333333,1.73,186.207,75.0,75.0,10.302229046837693,97.60959100000001,10.145,10.3,11.3,55.0,2.5,8.312971856666666,5.0,8.421403255,6.612157774163709,14.8,5.0
6.7512407386666675,6.666666666666668,0.6066666666666667,22.0,48.19248353333333,22.0,24.314,19.313333333333333,1.3433333333333333,72.64,32.0,32.0,21.421570606153367,48.19248353333333,20.573333333333327,21.233333333333334,19.313333333333333,50.0,3.666666666666667,5.5319723399999985,10.0,5.5319723399999985,8.414886401081699,22.2,4.0
6.158454513200001,12.4,0.654,45.2,107.69413999999999,45.2,22.2314,15.585999999999999,1.586,207.2,82.0,82.0,16.65233430674442,108.54356666666666,15.395999999999999,16.0,16.33,70.0,6.666666666666668,6.5081109339999985,10.0,7.38885877,21.516333297447577,27.92,0.0
6.6477056805,9.5,0.82,36.5,82.7039625,36.5,25.5375,19.78,1.3299999999999998,114.818,49.0,49.0,20.688938726677023,89.08995,19.691250000000004,20.65,22.68,58.0,7.0,5.0969591175,10.0,5.33636559,21.183270950619704,32.53,1.0
6.6354393565,21.0,0.73,75.0,186.787,75.0,25.795,18.47,1.615,195.084,78.0,78.0,18.814587350587498,186.787,18.61,18.75,18.47,39.0,5.5,6.22638117,9.0,6.22638117,6.9082476877065995,21.87,2.0
7.700528333857143,8.142857142857142,0.9114285714285714,46.71428571428571,111.48381142857143,46.71428571428571,26.05142857142857,29.558571428571426,1.2914285714285714,138.90547,57.0,57.0,30.756354526678056,106.91353500000001,30.587857142857146,30.585714285714282,28.24,88.0,5.5,7.217678148571429,10.0,7.124799065,15.8066803816251,37.47,3.0
6.5092423425172425,7.793103448275862,0.6241379310344828,33.172413793103445,77.50291784827587,33.172413793103445,24.94620689655172,17.352758620689656,1.4699999999999998,178.49,72.0,72.0,17.310750459543073,103.9638462,17.163793103448278,17.341379310344827,17.753333333333334,54.0,4.0,6.514831806896551,10.0,5.894577723333334,7.5703249258771015,21.87,0.0
6.912415598399999,11.2,0.6040000000000001,47.6,115.9469048,47.6,25.0236,24.214000000000002,1.5619999999999998,190.23,76.0,76.0,29.87298412883152,119.510254,27.38209523808,25.64,30.77666666666667,108.0,2.0,7.858007066,6.0,6.814946003333333,50.98558400660521,63.59,3.0
5.5426423411111125,5.1111111111111125,0.4500000000000001,20.444444444444443,48.10085555555556,20.444444444444443,16.031333333333333,12.922222222222226,1.6411111111111112,190.23,76.0,76.0,13.755191891648627,96.64895,13.539444444444444,13.977777777777776,17.740000000000006,106.0,2.333333333333333,8.533238087777779,6.0,7.423006183333332,25.715445617234863,32.53,4.0
7.6272809015,13.0,0.91,58.0,139.87416000000002,58.0,26.945,27.875,1.1949999999999998,164.93032,67.0,67.0,28.6115190355768,139.87416000000002,27.49666666665,28.6,27.875,50.0,5.0,5.76669085,10.0,5.76669085,5.057721750376199,31.32,3.0
6.465797844000001,7.6,0.552,36.8,85.11399999999998,36.8,23.244,17.543999999999997,1.5779999999999998,167.25900000000001,68.0,68.0,19.560914523767842,98.80483333333332,19.697000000000006,19.72,19.733333333333334,78.0,2.333333333333333,8.10191401,7.0,7.2782917,17.0681939577133,30.68,2.0
5.238566360499999,5.833333333333334,0.5166666666666666,16.5,40.33791316666667,16.5,17.938833333333335,9.288333333333334,1.653333333333333,196.966569,79.0,79.0,9.57299098228824,102.9893755,9.358333333333333,9.566666666666666,12.265,40.0,5.0,7.747550240000002,10.0,7.0504326,8.848887161030706,16.73,0.0
6.4986339014,5.8,0.5760000000000001,31.4,70.17756999999999,31.4,23.294,17.926,1.5459999999999998,102.9055,45.0,45.0,20.09939758744804,73.29895,20.105000000000004,19.18,20.36,79.0,3.0,7.5597135039999985,8.0,6.838442826666666,19.287703071772107,32.53,3.0
6.823747818999999,9.0,0.8166666666666667,39.0,89.5108,39.0,26.346666666666664,21.71333333333333,1.4166666666666667,140.116,58.0,58.0,21.778766467707133,89.5108,22.13916666666667,21.6,21.71333333333333,82.0,6.333333333333334,4.23355123,10.0,4.23355123,23.8432170366288,36.87,2.0
7.209180822,13.0,0.9333333333333332,49.0,116.48518966666668,49.0,25.789,24.4,1.24,196.966569,79.0,79.0,27.15475879158237,116.48518966666668,24.655,27.500000000000004,24.4,40.0,6.666666666666668,4.279491336666666,10.0,4.279491336666666,25.9901236859911,36.82,0.0
6.846446636882352,13.764705882352938,0.7058823529411764,41.29411764705883,96.64489411764707,41.29411764705883,26.222352941176467,20.42058823529412,1.3147058823529412,174.9668,71.0,71.0,21.654157393989887,117.0366,20.95058823529412,21.641176470588235,20.586666666666666,65.0,7.0,3.7914060952941178,10.0,4.03466811,14.8256456395052,29.35,0.0
5.87959116,9.0,1.252222222222222,26.33333333333333,62.43602222222222,26.33333333333333,28.525333333333336,17.975555555555555,0.4777777777777778,190.23,76.0,76.0,12408.199038457506,97.2324,19.281388888888888,24.933333333333334,36.85,154.0,2.0,4.0096365488888885,6.0,3.980579763333333,18578.213468821312,88.64,1.0
6.9180810103333314,16.333333333333332,0.76,58.33333333333334,142.4356666666667,58.33333333333334,26.68333333333333,21.406666666666666,1.4366666666666668,195.084,78.0,78.0,22.1759922784508,142.4356666666667,21.70583333333333,22.1,21.406666666666666,70.0,6.333333333333334,5.0092206033333335,10.0,5.0092206033333335,16.1965363388016,31.21,2.0
7.119983291666667,18.0,0.7166666666666667,60.0,146.20133333333334,60.0,25.44,23.08333333333333,1.4333333333333331,195.084,78.0,78.0,25.247770131437463,158.422,26.04666666666667,25.166666666666664,21.08,3.0,9.5,8.16613847,10.0,8.054626795,14.8309599370549,27.09,2.0
6.853685333666665,7.0,0.8333333333333334,49.0,114.90549,49.0,25.69,21.78333333333333,1.5666666666666669,138.90547,57.0,57.0,21.660555246766034,120.90548500000001,21.3925,20.133333333333333,25.705,65.0,4.5,7.504200456666666,8.0,7.571888505,23.8051363080556,37.47,3.0
6.684546142,11.999999999999998,0.68,44.4,103.67,44.4,24.9048,19.24,1.4980000000000002,167.25900000000001,68.0,68.0,20.68180815064512,114.26816666666666,20.775,19.6,21.146666666666672,69.0,6.0,5.331582798,10.0,4.969682356666667,16.9105585562659,30.68,2.0
6.362853009,5.666666666666668,1.2966666666666669,13.0,27.458340466666666,13.0,30.371555555555553,22.81,0.32333333333333336,54.938044999999995,25.0,25.0,12419.284426422595,37.6782494,23.88287994892222,29.088888888888878,30.346666666666664,146.0,1.6666666666666667,-0.2283322622222221,5.0,1.9779670333333332,18589.395862863003,72.1,1.0
7.103227017899999,12.3,0.76,51.9,123.21271399999999,51.9,26.419,23.061,1.392,164.93032,67.0,67.0,23.82912155640953,128.84860666666665,26.88116666666,23.17,23.496666666666666,53.0,6.0,7.362943762,10.0,6.518161903333333,17.4148701000174,31.32,3.0
8.20061541,6.666666666666668,1.7011111111111108,29.333333333333336,67.34765597777778,29.333333333333336,32.64933333333333,43.06666666666667,0.12222222222222225,132.9054519,55.0,55.0,12241.545660635957,98.6528173,45.919814814811104,38.1,55.62333333333334,142.0,3.333333333333333,2.4655356433333333,10.0,3.5494799033333333,18283.55034884165,118.03,1.0
6.0872233940000005,6.4,0.5479999999999999,24.8,52.95636,24.8,23.496,14.526,1.582,91.22399999999999,40.0,40.0,17.036253517165466,59.3343,16.942999999999998,16.96,15.896666666666665,64.0,3.333333333333333,6.849693006,8.0,6.412752613333334,12.3246588274864,22.75,2.0
6.075068460000002,7.666666666666668,0.5033333333333334,35.0,78.92825400000002,35.0,24.594666666666665,14.013333333333332,1.7233333333333332,102.9055,45.0,45.0,18.5550471460454,66.939631,16.616746031733335,13.966666666666667,14.05,35.0,4.0,8.268507963333333,8.0,8.718349765,14.4886120058937,14.16,3.0
8.841031166875002,17.5,1.305,64.75,160.27124612499995,64.75,27.17475,49.29125000000001,0.99625,207.2,82.0,82.0,52.0294514002956,163.21145633333333,50.1634375,52.1375,44.43,84.0,6.666666666666668,4.9364275525,10.0,4.799714373333334,75.69388822849521,88.64,1.0
6.4994441911428575,5.285714285714286,0.9014285714285714,36.42857142857143,83.0061,36.42857142857143,25.526285714285716,17.97142857142857,1.5642857142857145,101.07,44.0,44.0,2673.24264121631,68.76689999999999,19.224107142857143,20.485714285714284,14.546666666666667,104.0,3.0,5.81539149,7.0,6.4211027366666675,18578.931092209503,22.75,3.0
5.9052964736,4.8,1.162,13.2,27.188640000000003,13.2,27.8246,15.13,0.486,47.867,22.0,22.0,11167.433000785895,34.64813333333333,16.355,22.72,20.33,110.0,0.6666666666666666,3.0184350039999996,2.0,2.9817026733333334,18574.560849330595,36.82,2.0
6.3029237936666656,9.333333333333332,0.5900000000000001,33.33333333333333,74.55766,33.33333333333333,24.78,15.973333333333333,1.6166666666666665,92.90638,41.0,41.0,17.167821229012365,74.55766,17.028333333333332,17.1,15.973333333333333,45.0,6.666666666666668,5.94265366,10.0,5.94265366,9.9466007676357,19.01,3.0
6.1542086925,13.333333333333336,0.825,43.33333333333334,101.67931983333334,43.33333333333334,25.348000000000003,15.528333333333332,1.445,196.966569,79.0,79.0,16.06272068324385,139.81263966666668,15.452777777783337,16.0,19.976666666666667,62.0,6.666666666666668,4.481146213333333,10.0,4.5835527266666665,20.279550823483106,32.12,1.0
6.482184583666665,19.833333333333336,0.7000000000000001,79.16666666666667,198.85384333333332,79.16666666666667,25.47,17.683333333333334,1.7383333333333335,232.03806,90.0,90.0,17.268072592972253,212.12752999999998,17.236666666666668,16.966666666666665,23.790000000000006,65.0,4.5,9.270842883333334,7.0,8.53255919,18.7171327461573,32.95,3.0
6.096226278,9.2,0.512,24.0,51.61750479999999,24.0,24.7636,14.16,1.452,65.38,30.0,30.0,20.40905896753798,48.176881,17.404095238080007,16.619999999999994,14.16,15.0,5.0,6.376194036,10.0,6.991474225,13.008438081838698,14.16,0.0
6.5308069196666665,11.0,0.6933333333333334,47.0,109.21933333333334,47.0,26.23333333333333,17.79,1.5033333333333332,114.818,49.0,49.0,18.4931435658387,110.619,17.693333333333335,18.5,19.45,3.0,10.0,6.2574153300000015,10.0,6.792628405,11.384271891825,24.43,0.0
